-1rZFviqTTQ,3,sharpen knife,train,,
-1rZFviqTTQ,28,sharpen knife,train,,
-1ukRC9M6bc,50,playing drum kit,train,,
-1vfxCtpdEI,30,male singing,train,,
-1vr3JMt_tc,249,playing trombone,train,,
-2-wdcN5vOw,17,train whistling,test,,
-20w_sCdwhk,16,reversing beeps,train,,
-239HZbaZ0M,30,singing choir,train,,
-23CeprtibU,30,chainsawing trees,test,,
-25e5qcELvw,11,printer printing,train,,
-25e5qcELvw,21,printer printing,train,,
-26aVYRtEAc,30,female singing,train,,
-26kjr5MxSI,0,chicken clucking,train,,
-28N8VI2emM,76,underwater bubbling,train,,
-28cdRYzR4w,65,child singing,train,,
-28cdRYzR4w,86,child singing,train,,
-2Dm0VjW8oM,1,"""pigeon"," dove cooing""",test,
-2FKhYSw_zU,99,singing choir,train,,
-2Fbw2plADY,30,people whispering,train,,
-2HXm-Rj3lg,283,people nose blowing,train,,
-2JAK9CdWvY,435,slot machine,train,,
-2JalGJn_4Y,263,train whistling,train,,
-2JomCd5zzY,184,child singing,train,,
-2JomCd5zzY,287,child singing,train,,
-2LHurwr5CQ,45,"""subway", metro," underground""",train
-2LHurwr5CQ,95,"""subway", metro," underground""",train
-2LJWaL2PuA,30,car passing by,train,,
-2LovF10IwM,179,ice cracking,train,,
-2LovF10IwM,282,ice cracking,train,,
-2McrNUTKQQ,30,female singing,train,,
-2MeFbcUUmk,30,male singing,train,,
-2Mt0URu_Xo,247,playing table tennis,train,,
-2OrscQ9MKw,185,playing lacrosse,train,,
-2PCw_b6c2k,116,playing timpani,train,,
-2QyHTr4cJM,16,waterfall burbling,train,,
-2RPPODqLy4,30,tapping guitar,test,,
-2TjevpJuAs,30,playing acoustic guitar,train,,
-2UTeNMKf7g,260,orchestra,train,,
-2Ugsiz1Ro4,88,turkey gobbling,train,,
-2X5YwLlICg,2,door slamming,train,,
-2Z9JGG0Dnw,70,playing saxophone,train,,
-2bOwXoTATM,373,playing bagpipes,train,,
-2fGMsiNgl8,52,bowling impact,train,,
-2fmgdWsRxM,109,"""bee", wasp," etc. buzzing""",train
-2gf4GmIplE,120,playing french horn,train,,
-2jAdijiM14,0,playing bagpipes,train,,
-2jAdijiM14,44,playing bagpipes,train,,
-2jWRtFugLs,0,sea waves,train,,
-2k4RLnPDbo,153,playing clarinet,train,,
-2k4RLnPDbo,333,playing clarinet,train,,
-2pb2WUxF5Q,50,police radio chatter,train,,
-2poGMEmbbk,98,using sewing machines,train,,
-2poGMEmbbk,109,using sewing machines,train,,
-2qJQqXbtZs,42,vacuum cleaner cleaning floors,train,,
-2qJQqXbtZs,128,vacuum cleaner cleaning floors,train,,
-2sE5CH8Wb8,30,reversing beeps,test,,
-2sE_O4zGO0,73,playing castanets,train,,
-2sE_O4zGO0,129,playing castanets,train,,
-2sOH8XovEE,484,playing table tennis,test,,
-2toZf00LvI,12,bowling impact,train,,
-2uGOpRwYzc,2,playing french horn,train,,
-2vPstoITHs,39,playing timpani,train,,
-2vPstoITHs,430,playing timpani,train,,
-2xiZDEuHd8,30,pig oinking,test,,
-2xjeuKOWwQ,120,lawn mowing,train,,
-2xn5g7sfrU,44,basketball bounce,train,,
-2xxVISlg34,30,female singing,train,,
-2zHCY2q4DA,139,eletric blender running,train,,
-3-4qmWSJXU,30,thunder,test,,
-30AswTAoUE,24,singing choir,train,,
-30UVzI7M1Y,2,dog whimpering,train,,
-32EWNC_btk,11,car engine idling,train,,
-32HIdBGdjo,66,"""vehicle horn", car horn," honking""",train
-32HIdBGdjo,78,"""vehicle horn", car horn," honking""",train
-32IrasDuMg,0,people sobbing,train,,
-32R7lVBhoI,30,sheep bleating,train,,
-33dtHMQ38I,422,playing theremin,train,,
-33dtHMQ38I,449,playing theremin,train,,
-376LJuHi_Y,486,playing squash,train,,
-37X0bRVT0g,32,fox barking,train,,
-37X0bRVT0g,122,fox barking,train,,
-39sHTky_6o,0,playing ukulele,train,,
-39sHTky_6o,125,playing ukulele,train,,
-39y2CnhAsU,115,sea waves,train,,
-39y2CnhAsU,125,sea waves,train,,
-3ADZZS5luA,104,car engine starting,train,,
-3EJe3ZMO1k,30,"""playing violin"," fiddle""",train,
-3EYaEWEfRE,30,"""rowboat", canoe," kayak rowing""",train
-3EwIFTR-Kk,45,tap dancing,train,,
-3F84DMR4fA,3,parrot talking,train,,
-3F84DMR4fA,40,parrot talking,train,,
-3G6bE5PqIQ,2,playing cymbal,train,,
-3G6bE5PqIQ,30,playing cymbal,train,,
-3GsMfOpuRM,145,tapping guitar,train,,
-3Hi-atFiAw,30,people shuffling,train,,
-3KiSKjtdXs,44,people eating noodle,train,,
-3Kv4fdm7Uk,30,playing steelpan,test,,
-3L1rzGAD_o,30,playing acoustic guitar,train,,
-3M-k4nIYIM,30,car passing by,train,,
-3MNphBfq_0,30,car passing by,train,,
-3PdsZqxOwA,40,people farting,train,,
-3Ptg4uALKc,230,playing tabla,train,,
-3Ptg4uALKc,284,playing tabla,train,,
-3Q3Hgr5lhw,370,"""child speech"," kid speaking""",train,
-3Q5K1PO7ag,51,bowling impact,train,,
-3Q5K1PO7ag,80,bowling impact,train,,
-3RH8_aeZkk,105,running electric fan,test,,
-3SE2nOj6d4,30,male singing,train,,
-3VDc0cjv_4,0,mouse clicking,train,,
-3WPsuawZDE,328,playing electronic organ,train,,
-3WPsuawZDE,345,playing electronic organ,train,,
-3WQytGKbrA,28,playing didgeridoo,train,,
-3Y4NuyZmvA,250,"""vehicle horn", car horn," honking""",train
-3YMCZ2AWW0,30,waterfall burbling,train,,
-3YP7hGz7RI,106,"""ice cream truck"," ice cream van""",train,
-3YWuPXHknk,30,car engine starting,test,,
-3ZJD-ApzXE,6,playing bassoon,train,,
-3aFttpVvu0,11,chimpanzee pant-hooting,train,,
-3b9gwBYXp8,503,chopping food,test,,
-3cXcRajPSc,30,raining,train,,
-3cuiWZz8FY,30,female singing,train,,
-3cvcq0X_zo,250,turkey gobbling,train,,
-3d7sJpR8MA,22,playing bagpipes,train,,
-3f9zdKh7Oc,168,female singing,train,,
-3fum-y9ouw,70,people whispering,train,,
-3gU1bPU7_8,0,skateboarding,train,,
-3hbLaC4bSs,2,people marching,train,,
-3hbLaC4bSs,13,people marching,train,,
-3iQfkOVi8g,30,male singing,train,,
-3ihfHTdJSI,110,chicken crowing,train,,
-3inDTr5RV0,619,lathe spinning,train,,
-3inDTr5RV0,631,lathe spinning,train,,
-3kt0GobDIM,70,playing accordion,train,,
-3l98ZbqecQ,299,playing tympani,train,,
-3l98ZbqecQ,903,playing tympani,train,,
-3lvuJ1-KsY,70,playing clarinet,train,,
-3mXuQ3qGdo,35,sheep bleating,train,,
-3mXuQ3qGdo,45,sheep bleating,train,,
-3rHVsIj1M8,30,wind noise,test,,
-3sX4pIZa8c,1,canary calling,train,,
-3sX4pIZa8c,22,canary calling,train,,
-3suCV1UqMc,102,sharpen knife,train,,
-3suCV1UqMc,282,sharpen knife,train,,
-3sxPjf6E6k,30,playing trombone,train,,
-3tQW7Zhl9U,380,helicopter,train,,
-3tuTtK-PyA,111,playing sitar,train,,
-3tuTtK-PyA,152,playing sitar,train,,
-3usm60vq2g,240,hammering nails,train,,
-3usm60vq2g,321,hammering nails,train,,
-3uypzLYfSw,0,people screaming,train,,
-3viw1EWLpo,15,baby crying,train,,
-3x09REGA-0,50,playing didgeridoo,train,,
-3xJAtuhxJ4,115,playing bass drum,train,,
-3xJAtuhxJ4,189,playing bass drum,train,,
-3xhrOw45ss,60,playing banjo,train,,
-3yVqL0DWQE,30,car passing by,train,,
-3yfGzvvYhw,248,cell phone buzzing,train,,
-3z5mFRgbxc,30,driving buses,test,,
-4-rtJzyJ1g,30,"""male speech"," man speaking""",train,
-405Ksmbra8,19,chicken clucking,train,,
-40DA8RPuq0,34,train horning,train,,
-40DA8RPuq0,216,train horning,train,,
-40nDU5Ecgg,130,"""donkey"," ass braying""",test,
-427zFFU4Kw,30,"""male speech"," man speaking""",train,
-42aitlKedE,574,striking pool,test,,
-46xqouqMxA,6,cat meowing,train,,
-471M-E0YHg,2,tractor digging,train,,
-471M-E0YHg,376,tractor digging,train,,
-47tt-BTqJY,63,playing hammond organ,train,,
-4B9Xf1b1yI,23,sheep bleating,train,,
-4CtdVLzUHM,20,playing double bass,train,,
-4DpBHTuc88,75,playing glockenspiel,test,,
-4EIZrmnLcE,53,people booing,train,,
-4ELUORuKtk,30,playing acoustic guitar,train,,
-4GGG_1IqE4,211,playing bongo,train,,
-4GGG_1IqE4,239,playing bongo,train,,
-4ItJ9yTz_c,42,train horning,train,,
-4N3GjgnIQ0,260,"""subway", metro," underground""",train
-4ObGigN498,50,lions growling,train,,
-4QuzXilXac,30,playing hammond organ,train,,
-4ST8ru_k9Y,30,"""pigeon"," dove cooing""",train,
-4T9CjIfm_I,96,striking pool,train,,
-4TJHvjsYrE,30,playing flute,train,,
-4TM7m_07dg,350,planing timber,train,,
-4XHW-rTETw,0,playing accordion,train,,
-4XHW-rTETw,29,playing accordion,train,,
-4XxY6IA8Zo,61,mouse pattering,train,,
-4Yeb7_b-vw,33,beat boxing,train,,
-4YxFFstS9E,29,missile launch,train,,
-4_Ykqfn8Fw,30,playing harpsichord,train,,
-4ano7snqlI,30,"""motorboat"," speedboat acceleration""",train,
-4bMxEoHn9c,40,people hiccup,train,,
-4bPiXbovf0,8,air conditioning noise,test,,
-4c4jzE5y_c,5,horse neighing,train,,
-4c9EgbBqro,30,"""female speech"," woman speaking""",train,
-4cRJi8yIMY,187,playing hammond organ,train,,
-4cRJi8yIMY,346,playing hammond organ,train,,
-4cdRRPG3Wg,76,playing tabla,train,,
-4cdRRPG3Wg,115,playing tabla,train,,
-4eXuXHZw_A,30,playing snare drum,train,,
-4f9PIOK2_I,59,woodpecker pecking tree,train,,
-4k2KQXBucU,200,"""race car"," auto racing""",train,
-4kV3ulsTJc,440,people belly laughing,train,,
-4kkGS4-qVM,10,playing clarinet,test,,
-4lxNixEQ2A,3,penguins braying,train,,
-4lxNixEQ2A,13,penguins braying,train,,
-4n6RJHEu7w,387,playing hockey,train,,
-4o0jRbgHr4,30,cat meowing,train,,
-4p1fU6syyU,72,playing didgeridoo,train,,
-4p4JPT4yaU,118,playing theremin,train,,
-4pUrlMafww,1,people screaming,train,,
-4pmCrSdMhg,30,horse clip-clop,test,,
-4rIk1uat_w,30,female singing,train,,
-4rdRn-FRXo,30,female singing,train,,
-4u6ax5P-o8,4,wood thrush calling,train,,
-4vYvHuiHH8,30,car passing by,train,,
-4viN_EoxOA,0,playing saxophone,test,,
-4wjU1nWdjQ,30,stream burbling,train,,
-4xWt2NNeOI,30,playing bass guitar,train,,
-4yCSY_5Zns,30,"""playing marimba"," xylophone""",train,
-5-8Vij75C8,46,baby laughter,train,,
-516tRoxniU,20,playing cello,train,,
-51CA8BX7gU,30,female singing,train,,
-532yuAVspQ,69,playing tambourine,train,,
-54fV6gwh7U,177,people screaming,train,,
-584aFK8XSk,30,female singing,train,,
-5A6hBRssh8,52,playing bagpipes,train,,
-5A6hBRssh8,69,playing bagpipes,train,,
-5CGQGSFGyg,60,playing electronic organ,test,,
-5EM5-7njeE,353,singing bowl,train,,
-5F19pIqURQ,30,female singing,train,,
-5F5AyQh1q0,30,male singing,train,,
-5G8-A2YtEU,11,"""engine accelerating", revving," vroom""",train
-5INZ_Tk8RM,30,male singing,train,,
-5Ik428qyGo,74,playing snare drum,train,,
-5KBSlu3DQc,30,"""rowboat", canoe," kayak rowing""",train
-5KPeudJyhk,300,playing drum kit,train,,
-5MpAJy294E,30,turkey gobbling,train,,
-5MpRM5DfFI,160,playing flute,train,,
-5NxigJHFJg,0,playing harp,train,,
-5NxigJHFJg,84,playing harp,train,,
-5QEN0mzCGA,15,car passing by,train,,
-5THbQ6zQM4,218,playing accordion,train,,
-5TlMbSgt6M,30,"""male speech"," man speaking""",train,
-5Tu_wiNnmg,0,playing bagpipes,train,,
-5Tu_wiNnmg,32,playing bagpipes,train,,
-5U3hgjXAIE,30,singing choir,train,,
-5V3sOxJSVc,120,female singing,train,,
-5VX0RJeXok,30,female singing,train,,
-5VoaeTlokE,107,yodelling,train,,
-5VoaeTlokE,250,yodelling,train,,
-5YLszkC2Ow,30,horse neighing,train,,
-5YpkfJk6vI,30,playing electronic organ,train,,
-5ZIlKvRDXY,30,female singing,train,,
-5Zh8Ab4KX4,6,"""child speech"," kid speaking""",train,
-5adN5KiLog,0,machine gun shooting,train,,
-5cWCaoEDlE,249,electric grinder grinding,train,,
-5cWCaoEDlE,261,electric grinder grinding,train,,
-5dCv5_nvU8,200,people coughing,train,,
-5ddA2hIm8M,30,car passing by,train,,
-5dtmOk-Q2Q,60,playing piano,train,,
-5gJgzkMGus,8,swimming,train,,
-5hTa-Ukd-g,67,"""electric shaver"," electric razor shaving""",train,
-5jd03ZiyDk,7,dog growling,train,,
-5krqv6TWvM,133,yodelling,train,,
-5ndpuzXZWA,30,people babbling,train,,
-5o4C4ZtHSU,30,police car (siren),train,,
-5ogM5Bd-XM,150,playing bass drum,train,,
-5ogM5Bd-XM,280,playing bass drum,train,,
-5pOv7eCOLs,46,police radio chatter,train,,
-5pcv3sZHEE,3,opening or closing car doors,train,,
-5qzWUgsszA,540,fireworks banging,train,,
-5uboOrnckc,22,people giggling,train,,
-5xBp5NL0o4,30,"""motorboat"," speedboat acceleration""",train,
-5xyaoo15yQ,30,male singing,train,,
-5z9IXBJefc,227,playing djembe,test,,
-60bBlFvY4U,190,people crowd,train,,
-60vY5Xw1qE,30,"""motorboat"," speedboat acceleration""",train,
-615mGonUqU,232,baltimore oriole calling,test,,
-62pV95k9O0,20,sliding door,train,,
-65qg6AidDE,50,skiing,train,,
-66S6r4EjC4,40,playing cello,train,,
-67jCOryxzQ,4,car engine knocking,train,,
-6A2L1U9b5Y,54,driving motorcycle,train,,
-6AOy8GAMpM,60,typing on computer keyboard,train,,
-6AWljgt55M,509,tap dancing,train,,
-6BO5P5QkX4,68,fire crackling,train,,
-6BO5P5QkX4,174,fire crackling,train,,
-6BlMu-Mxvo,30,playing accordion,train,,
-6CgEzqeZFk,169,lighting firecrackers,train,,
-6E6POeGfzg,240,"""electric shaver"," electric razor shaving""",train,
-6EMRv8oxXo,30,"""playing marimba"," xylophone""",train,
-6EzbBAmvjA,30,female singing,train,,
-6FZ8x4RJic,375,playing volleyball,train,,
-6GQmaIFTOM,30,playing trombone,train,,
-6GyeudnUNw,211,playing electric guitar,train,,
-6Hc63ijGxM,386,playing double bass,train,,
-6HhoAY9Fbs,30,playing acoustic guitar,train,,
-6KMSzhnLdI,24,slot machine,train,,
-6ODGR0PdYA,32,singing bowl,train,,
-6PJbEt7NKg,30,people running,train,,
-6R3wpks5Jg,0,playing ukulele,train,,
-6R3wpks5Jg,319,playing ukulele,train,,
-6VFTlZsft4,30,"""male speech"," man speaking""",train,
-6WHMBzZjbc,9,playing squash,train,,
-6WHMBzZjbc,131,playing squash,train,,
-6YcfxDvWQg,113,hail,train,,
-6ZEGCtBKqs,226,"""railroad car"," train wagon""",train,
-6aZ9yBmtkU,62,playing bassoon,train,,
-6bTvuXsIXI,30,people clapping,train,,
-6c4gcyhjBA,5,"""motorboat"," speedboat acceleration""",train,
-6d7SNbycJg,33,airplane,train,,
-6gTdk2aofg,16,driving snowmobile,train,,
-6gTdk2aofg,55,driving snowmobile,train,,
-6gxzS2ydY4,100,fireworks banging,train,,
-6izN98y0Hk,390,sailing,train,,
-6khcuB2d5U,30,female singing,train,,
-6lkiUAf_cQ,30,playing banjo,train,,
-6nQx26blSU,30,female singing,train,,
-6qqkOHPPlY,40,"""vehicle horn", car horn," honking""",train
-6s5GyKQW8Q,29,playing glockenspiel,train,,
-6sWX5cFFMM,680,underwater bubbling,train,,
-6sWX5cFFMM,695,underwater bubbling,train,,
-6t2iefJug8,10,playing drum kit,train,,
-6tJgFlNo-c,30,playing acoustic guitar,train,,
-6u76q0L5o8,67,civil defense siren,test,,
-6v-lqRcpgE,30,male singing,train,,
-6v1PqgFrDk,183,playing table tennis,train,,
-6wRweADHxk,18,horse neighing,train,,
-6xs8HnLo8s,32,plastic bottle crushing,train,,
-7-OBu1n4ng,85,airplane,train,,
-7-OBu1n4ng,98,airplane,train,,
-7-qu1Ma5T4,2,elephant trumpeting,train,,
-7-qu1Ma5T4,13,elephant trumpeting,train,,
-705iNAh-lE,30,goose honking,train,,
-70tewjjQKc,30,playing accordion,train,,
-71Sh7BGYu8,250,church bell ringing,train,,
-7884X3Z6b4,30,"""male speech"," man speaking""",train,
-78SgLvt7_k,30,sheep bleating,train,,
-79qo5MUYBk,207,train whistling,test,,
-7AATv3puFA,14,playing cornet,train,,
-7AATv3puFA,25,playing cornet,train,,
-7FjXQgpVXw,220,stream burbling,train,,
-7H9GQiLHXQ,30,singing choir,train,,
-7HJY3Jo3G4,3,dog whimpering,train,,
-7IhwezUrUA,590,eating with cutlery,test,,
-7MQDKG-T9Q,326,dog growling,train,,
-7R0ybQQAHg,60,people screaming,train,,
-7RYSjOitGI,30,female singing,train,,
-7TanrCbmME,30,child singing,test,,
-7TdbBZOFC0,48,playing synthesizer,train,,
-7TdbBZOFC0,214,playing synthesizer,train,,
-7UkpjKKSbk,64,playing harp,train,,
-7XFd8-F2oI,26,machine gun shooting,train,,
-7XYw1VrN64,30,male singing,train,,
-7Y8Cmjdvuk,20,dog bow-wow,train,,
-7YESdyyHVw,10,"""cattle"," bovinae cowbell""",test,
-7_kMQrvjpE,58,"""subway", metro," underground""",train
-7_kMQrvjpE,93,"""subway", metro," underground""",train
-7cMtsWTtnQ,200,people clapping,train,,
-7fmTe_u85c,1,"""cattle"," bovinae cowbell""",train,
-7fmTe_u85c,15,"""cattle"," bovinae cowbell""",train,
-7gEDLZGR_A,741,singing bowl,train,,
-7hQNEhU6Vk,30,playing snare drum,train,,
-7iI6_7PSDA,30,"""playing violin"," fiddle""",train,
-7iUkVeOgkk,23,airplane,train,,
-7lb449Bwks,30,playing bass guitar,train,,
-7mJhw2ghk0,30,child singing,train,,
-7sg--aJdrc,39,gibbon howling,test,,
-7sg--aJdrc,49,gibbon howling,test,,
-7tYmeOmsRg,58,people eating crisps,test,,
